"kode","nama","lat","lng","kode_provinsi"
"73.14",Kabupaten Sidenreng Rappang,-3.813113314640377,119.95848331905877,"73"
"73.15",Kabupaten Pinrang,-3.6282475322800787,119.60267110363264,"73"
"73.16",Kabupaten Enrekang,-3.503855637450004,119.87457405940276,"73"
"73.17",Kabupaten Luwu,-3.1992107616132457,120.1831190890794,"73"
"73.18",Kabupaten Tana Toraja,-3.115606220806726,119.71162993559463,"73"
"73.22",Kabupaten Luwu Utara,-2.3959351841425476,120.16443417949097,"73"
"73.24",Kabupaten Luwu Timur,-2.5560452751219573,121.12833364788712,"73"
"73.26",Kabupaten Toraja Utara,-2.8796217484782005,119.86426012459226,"73"
"73.71",Kota Makassar,-5.135610238766096,119.46389981936488,"73"
"73.72",Kota Parepare,-4.031642649348139,119.66355535309485,"73"
"73.73",Kota Palopo,-2.9797069485195546,120.14776633592399,"73"
"74.01",Kabupaten Kolaka,-4.07450927175776,121.52199096111119,"74"
"74.02",Kabupaten Konawe,-3.5308759531152187,121.86331694045843,"74"
"74.03",Kabupaten Muna,-4.944657307859865,122.6296044204845,"74"
"74.04",Kabupaten Buton,-5.316502795108744,122.9229364946953,"74"
"74.05",Kabupaten Konawe Selatan,-4.262727784653138,122.423309754776,"74"
"74.06",Kabupaten Bombana,-4.800873597695884,121.85239830645126,"74"
"74.07",Kabupaten Wakatobi,-5.571246753098584,123.78541247676996,"74"
"74.08",Kabupaten Kolaka Utara,-3.2627120717445273,121.13404661467743,"74"
"74.09",Kabupaten Konawe Utara,-3.3906967981068687,122.03045499885641,"74"
"74.10",Kabupaten Buton Utara,-4.70375789474286,123.01238162438166,"74"
"74.11",Kabupaten Kolaka Timur,-3.7954606806055877,121.60859193731001,"74"
"74.12",Kabupaten Konawe Kepulauan,-4.114584025871563,123.0962508903555,"74"
"74.13",Kabupaten Muna Barat,-4.816925426784389,122.4925515256564,"74"
"74.14",Kabupaten Buton Tengah,-5.3170044552150335,122.3986699722414,"74"
"74.15",Kabupaten Buton Selatan,-5.604707117758497,122.67155963836655,"74"
"74.71",Kota Kendari,-3.997707688452538,122.53288120476584,"74"
"74.72",Kota Bau Bau,-5.428768632037218,122.67579511286901,"74"
"75.01",Kabupaten Gorontalo,0.6928993446697708,122.7125178411949,"75"
"75.02",Kabupaten Boalemo,0.6529067801725993,122.32708525079249,"75"
"75.03",Kabupaten Bone Bolango,0.532367782660029,123.29231311944298,"75"
"75.04",Kabupaten Pohuwato,0.6883469300590475,121.70982881139754,"75"
"75.05",Kabupaten Gorontalo Utara,0.8855698802075952,122.66453457423844,"75"
"75.71",Kota Gorontalo,0.538408541072283,123.05530113282344,"75"
"76.01",Kabupaten Pasangkayu,-1.4896573788987502,119.5076335133788,"76"
"76.02",Kabupaten Mamuju,-2.519697790734661,119.34457596991619,"76"
"76.03",Kabupaten Mamasa,-2.945739799711806,119.31439347605969,"76"
"76.04",Kabupaten Polewali Mandar,-3.3101502738008928,119.14732655546528,"76"
"76.05",Kabupaten Majene,-3.173163960081831,118.91846698602926,"76"
"76.06",Kabupaten Mamuju Tengah,-2.0026542496796775,119.5110891019249,"76"
"81.01",Kabupaten Maluku Tengah,-3.1811823367851715,129.2954507123729,"81"
"81.02",Kabupaten Maluku Tenggara,-5.676915912766446,132.88811310390176,"81"
"81.03",Kabupaten Kepulauan Tanimbar,-7.5842912378285225,131.3666387715113,"81"
"81.04",Kabupaten Buru,-3.329386509497523,126.72700514026903,"81"
"81.05",Kabupaten Seram Bagian Timur,-3.4198608430589887,130.44264202960468,"81"
"81.06",Kabupaten Seram Bagian Barat,-3.1359014347017617,128.35599436030654,"81"
"81.07",Kabupaten Kepulauan Aru,-6.196214247698293,134.45098477116449,"81"
